title,label
Police Find 19 White Female Bodies In Freezers With “Black Lives Matter” Carved Into Skin,fake
Trump Votes For Death Penalty For Being Gay,fake
Georgia crisis triggers war of words on White House trail,real
School Choice FAQ,real
About Mayor Bhalla,fake
U.S. Imports & Exports,real
BREAKING: Trump Caught INVESTING in Dakota Pipeline Before Signing It,fake
Family's private investigator: There is evidence Seth Rich had contact with WikiLeaks prior to death,fake
"'This Week' Transcript: Goolsbee, Brown & Corker",real
McCain in Colorado,real
U.S. Senate: U.S. Senate Roll Call Votes 108th Congress,real
Sasse Statement on Trade War,real
Have You Been to Iraq — 76 Sens Say They Have by Patrick Fitzgerald,real
BREAKING: KEN STARR’S PLANE JUST DISAPPEARED ON HIS WAY TO DC TO TESTIFY AGAINST HILLARY,fake
Has the potency of pot changed since President Obama was in high school?,real
Information for the Nation,fake
BOMBSHELL: Internet Sleuths Just Found the SMOKING GUN on Dems Planning Violence in Charlottesville,fake
Trump’s DHS Secretary Confirms They Are Preparing To Arrest Sanctuary City Leaders,fake
Transcript: Interview with Donald Trump,real
Kushner And Wife Ivanka Trump Were Tossed Out Of The White House — And Donald Is Cutting Them Out Of His Will!,fake
"Ad says Obama apologized, showed weakness on Iran",real
AFP: McCain renews attacks on Obama links to radical,real
"""Give Me a Break"" Americans Against Food Taxes TV Ad 2011",real
roll call on Stupak amendment,real
"McCain, Obama go head to head in last debate",real
 What Adam Sandler is saying about Mormons,fake
George H.W. Bush has died at 94 – New York,fake
alert to members on abortion coverage in the House health care bill,real
子供たちのコト。私のコト。,real
Pledge of Allegiance E-mail,real
"Romney For President Launches New Television Ad, ""Remember""",real
a director of research for the foreign policy program at the Brookings Institution,real
"I’ll Make Sure you are Jailed- Donald Trump Tells Ghana’s Prez Mahama ⋆ Ghana Home, Ghana News, Politics, Info, News on Ghana, Ghana",fake
Rick Perry says he switched to GOP at a younger age than Reagan did,real
Breaking down barriers for African Americans – Hillary for America – Medium,real
"BREAKING: British Intelligence Seizes Clinton Foundation Warehouse, $400 Million In Cash – NRTOnline",fake
"Latest World News, Videos & Photos -ABC News - ABC News",real
Topic A: How Can President Obama Regain His Political Footing?,real
Keanu on Trump travel ban: 'just terrible',fake
"OBAMA CANCELED IT, TRUMP REINSTATED IT – A VERY SACRED DAY IS BACK",fake
2008 Presidential Election,real
“Gay People Should Wear Specially-Colored Clothes To Warn Straight People”,fake
Barrels removed from Clinton property contain parts from 3 missing women.,fake
Rick Santorum sworn in as Pennsylvania’s newest senator,real
Senate Democrats news conference on the Senate Climate Action Task Force,real
Man pardoned by Obama ‘executed’ by masked men at halfway house,fake
White and Blue Fund ad,real
Transcript of Wednesday's presidential debate,real
Pelosi urges minimum-wage hike,real
Hillary Clinton says guns exceed next nine categories as leading cause of death for young black men,real
SECRET VIDEO: Romney Tells Millionaire Donors What He REALLY Thinks of Obama Voters,real
Breaking: Crew Of Air Force One Refuses To Fly Obama 6000 Miles ‘Just To Play Golf’ – BuzzfeedUSA,fake
letter to Chaffetz and Cummings,real
RACE FOR CITY HALL: The Republican Candidate; A Mercurial Mayor's Confident Journey,real
Children - Obama for America TV Ad,real
"CIA Release Documents Of Moon, Moon Has More Than 250 Million Citizens",fake
Declining Business Dynamism in the United States A Look at States and Metros,real
Debbie Wasserman Schultz Aide Arrested Trying to Flee the Country,fake
U.S. Army's Involvement in Motorsports,real
Analysis of the 2008 Presidential Candidates’ Tax Plans,real
Energy and Commerce Committee,real
The State of Working America 20067 pdf,real
"Hurricane Irma: If There Was Such A Thing As A Category 6 Hurricane, This Would Be It",fake
当ブログでは福岡県内にある不動産会社についてさまざまな情報をまとめています。福岡市の分譲マンションやマンション経営で頼りになる企業をご紹介！,real
Obama campaign radio ad,real
School kids taught to praise Obama,real
Trump Gives Chaffetz The Thumbs Up For Investigating Hillary Clinton’s Email Server,fake
Senate Democrats Demand Supreme Court Nominee Not Be Unduly Influenced By U.S. Constitution,fake
Remarks by the President on the Resurgence of the American Auto Industry,real
 BREAKING Muslims’ Disturbing Plan Comes Out After Grocery Stores Go Bare To Prepare For Irma,fake
Browse Congressional Bills,real
Alabama State Police Arrest 3 Poll Workers In Birmingham,fake
BREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire,fake
Historical aggregate income by fifths and top 5 percent,real
All Nobel Peace Prizes,real
Press release Rep Barton Democrats stimulus will waste money abuse people and lead to unintended consequences,real
An Open Letter to 'All Barack Channel',real
Romneys ProLife Conversion Myth or Reality June 14,real
2011 Text of President Barack Obama’s proposed jobs bill Email interview with Lynne Bernabei,real
IT BEGINS: California Appoints FIRST Illegal Alien to State Office – Trump Has Better Plan,fake
"MITT ROMNEY: ‘TRUMP HAS SOME VERY SERIOUS EMOTIONAL PROBLEMS, HE MUST RESIGN BEFORE WE…’",fake
BREAKING: Autopsy Results From Vince Foster’s Exhumed Body–Cause Of Death To Be Changed,fake
Donald Trump exaggerates when he says China has 'total control' over North Korea,real
"BOOM: Roy Moore Takes The Military Vote, Pulls Ahead By 5K Votes",fake
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",real
"Data on Campaign Finance, Super PACs, Industries, and Lobbying",real
THIS ARTICLE RETRACTED: Red Crescent Says No Evidence of Chemical Attack in Syria’s Douma,fake
Obama Criticizes McCain on Lobbyists,real
American International Group Inc Form 10K,real
10 Things You Didn't Know About Nancy Pelosi,fake
Lindsey Graham Threatens To Convert To Democrat If Republicans Don’t Dump Trump – True Trumpers,fake
The Daily Show with Trevor Noah,real
UPDATE: Hillary Clinton Leaves The Country As Mueller Indictment Is Announced,fake
"Obama for America TV Ad: ""Firms""",real
"Saudi Arabia Energy Data, Statistics and Analysis",real
NPC Luncheon with Eric Holder,real
A Senate in the Gun Lobby’s Grip,real
Transcripts,real
"Actress Jennifer Aniston: “Me and All The Trump Supporter Celebrities Decide To Make A Company Named “Celebrities For Trump”, Which Fight Against All Anti Trump Celebrities, I Think President Trump Ne",fake
"""On and On""",real
"Oct. 11: Levin, Graham, McCaffrey, Myers, roundtable",real
Debt Day: A Symbol of Washington’s Arrogant Culture of Borrowing and Spending (Boehner Op-Ed on Townhall.com),real
"Harry Reid Says GOP Should ""Stop Crying"" About Reconciliation",real
"Peter Strzok, FBI Agent in Texting Scandal, Will Testify Before Congress",fake
BREAKING: Roy Moore’s Accuser Arrested And Charged With Falsification,fake
60 Minutes Transcript,real
Democratic National Convention Committee,real
U.S. Senate: Supreme Court Nominations: present-1789,real
Covering Young Adults Under the Affordable Care Act: The Importance of Outreach and Medicaid Expansion,real
Cain said food stamp program use up under Obama,real
Federal Election Commission filing,real
BREAKING: Trump Removes Muslim Federal Judge For Trying To Implement Sharia Law In America,fake
Miss Universe Guayana 2016 arrestada con 2kilos en London Airport😱,fake
CQ Transcriptswire > Login,real
Transcript: Bob Barr on 'FOX News Sunday',real
Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian,fake
NASA Has Just Confirmed Earth Has A New Moon,fake
More Czars Than the Romanovs,real
Public Campaign Action Fund,real
Candidate Comparison,real
Obama Demands Investigation into Subprime Loan Discrimination,real
interview on Fox News,real
